product_name,category,price,offer,allergens,diet_labels,stock_status,customer_rating,Keto,Gluten-Free,Low Sugar,Vegan,None,Eggs,Milk,Nuts,Wheat,Soy,No-Allergens,rating_category,category_encoded,offer_encoded,stock_status_encoded,rating_encoded
Product_185,Dairy,3.77,Buy 1 Get 1,No-Allergens,None,In Stock,4.2,0,0,0,0,1,0,0,0,0,0,1,Good,2,2,0,2
Product_186,Dairy,14.97,$2 off,"Nuts, Soy",Gluten-Free,In Stock,2.8,0,1,0,0,0,0,0,1,0,1,0,Poor,2,0,0,3
Product_187,Frozen Foods,7.47,Clearance,No-Allergens,None,In Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,3,3,0,4
Product_188,Produce,6.39,Clearance,No-Allergens,None,In Stock,4.8,0,0,0,0,1,0,0,0,0,0,1,Excellent,7,3,0,1
Product_189,Pantry,16.22,$2 off,No-Allergens,None,In Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,5,0,0,4
Product_190,Personal Care,11.7,$2 off,"Eggs, Nuts",None,In Stock,3.9,0,0,0,0,1,1,0,1,0,0,0,Good,6,0,0,2
Product_191,Personal Care,16.71,10% off,"Wheat, None",None,Low Stock,3.9,0,0,0,0,1,0,0,0,1,0,0,Good,6,1,1,2
Product_192,Dairy,11.48,Clearance,No-Allergens,None,In Stock,4.7,0,0,0,0,1,0,0,0,0,0,1,Excellent,2,3,0,1
Product_193,Dairy,12.87,$2 off,No-Allergens,None,In Stock,3.6,0,0,0,0,1,0,0,0,0,0,1,Average,2,0,0,0
Product_194,Produce,4.69,10% off,No-Allergens,None,Low Stock,3.0,0,0,0,0,1,0,0,0,0,0,1,Poor,7,1,1,3
Product_195,Personal Care,12.01,$2 off,No-Allergens,None,In Stock,3.1,0,0,0,0,1,0,0,0,0,0,1,Average,6,0,0,0
Product_196,Dairy,7.2,Clearance,"None, Soy",None,In Stock,4.7,0,0,0,0,1,0,0,0,0,1,0,Excellent,2,3,0,1
Product_197,Beverages,17.94,No-Offer,"Nuts, Milk",None,Low Stock,2.6,0,0,0,0,1,0,1,1,0,0,0,Poor,1,4,1,3
Product_198,Produce,17.56,No-Offer,No-Allergens,Gluten-Free,Out of Stock,4.1,0,1,0,0,0,0,0,0,0,0,1,Good,7,4,2,2
Product_199,Dairy,13.46,$2 off,No-Allergens,None,In Stock,3.7,0,0,0,0,1,0,0,0,0,0,1,Good,2,0,0,2
Product_200,Bakery,8.02,$2 off,No-Allergens,None,In Stock,3.0,0,0,0,0,1,0,0,0,0,0,1,Poor,0,0,0,3
Product_201,Snacks,12.51,10% off,Wheat,None,In Stock,3.9,0,0,0,0,1,0,0,0,1,0,0,Good,9,1,0,2
Product_202,Meat,13.92,$2 off,No-Allergens,None,Low Stock,4.4,0,0,0,0,1,0,0,0,0,0,1,Very Good,4,0,1,4
Product_203,Frozen Foods,16.77,No-Offer,Eggs,None,In Stock,3.8,0,0,0,0,1,1,0,0,0,0,0,Good,3,4,0,2
Product_204,Meat,14.6,$2 off,No-Allergens,"Keto, Vegan",In Stock,4.2,1,0,0,1,0,0,0,0,0,0,1,Good,4,0,0,2
Product_205,Frozen Foods,15.0,$2 off,"Nuts, None",None,In Stock,2.5,0,0,0,0,1,0,0,1,0,0,0,Poor,3,0,0,3
Product_206,Produce,7.88,Clearance,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,7,3,0,1
Product_207,Meat,19.28,$2 off,Nuts,None,In Stock,3.8,0,0,0,0,1,0,0,1,0,0,0,Good,4,0,0,2
Product_208,Dairy,5.08,$2 off,"None, Milk",Vegan,In Stock,4.7,0,0,0,1,0,0,1,0,0,0,0,Excellent,2,0,0,1
Product_209,Bakery,6.85,$2 off,No-Allergens,None,Low Stock,3.8,0,0,0,0,1,0,0,0,0,0,1,Good,0,0,1,2
Product_210,Snacks,12.43,Clearance,"Milk, Eggs","Vegan, Low Sugar",Low Stock,4.0,0,0,1,1,0,1,1,0,0,0,0,Good,9,3,1,2
Product_211,Beverages,12.38,Clearance,No-Allergens,None,Low Stock,3.6,0,0,0,0,1,0,0,0,0,0,1,Average,1,3,1,0
Product_212,Frozen Foods,17.0,Clearance,No-Allergens,None,Low Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,3,3,1,2
Product_213,Snacks,12.3,No-Offer,"None, Milk",None,In Stock,4.4,0,0,0,0,1,0,1,0,0,0,0,Very Good,9,4,0,4
Product_214,Bakery,7.85,Buy 1 Get 1,"Wheat, Milk",None,In Stock,2.7,0,0,0,0,1,0,1,0,1,0,0,Poor,0,2,0,3
Product_215,Dairy,14.74,Buy 1 Get 1,No-Allergens,None,In Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,2,2,0,0
Product_216,Seafood,21.18,10% off,Milk,None,In Stock,2.8,0,0,0,0,1,0,1,0,0,0,0,Poor,8,1,0,3
Product_217,Beverages,15.0,Buy 1 Get 1,No-Allergens,None,In Stock,2.8,0,0,0,0,1,0,0,0,0,0,1,Poor,1,2,0,3
Product_218,Meat,16.59,Buy 1 Get 1,No-Allergens,None,In Stock,3.9,0,0,0,0,1,0,0,0,0,0,1,Good,4,2,0,2
Product_219,Pantry,19.03,$2 off,No-Allergens,Low Sugar,Out of Stock,3.2,0,0,1,0,0,0,0,0,0,0,1,Average,5,0,2,0
Product_220,Snacks,4.93,Buy 1 Get 1,"Milk, Nuts",None,In Stock,5.0,0,0,0,0,1,0,1,1,0,0,0,Excellent,9,2,0,1
Product_221,Frozen Foods,16.07,Buy 1 Get 1,No-Allergens,None,In Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,3,2,0,4
Product_222,Dairy,20.27,10% off,No-Allergens,None,In Stock,2.8,0,0,0,0,1,0,0,0,0,0,1,Poor,2,1,0,3
Product_223,Pantry,7.32,No-Offer,No-Allergens,"None, Keto",In Stock,4.5,1,0,0,0,1,0,0,0,0,0,1,Very Good,5,4,0,4
Product_224,Produce,15.52,$2 off,No-Allergens,None,In Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,7,0,0,0
Product_225,Seafood,18.01,Buy 1 Get 1,"None, Wheat",None,In Stock,2.8,0,0,0,0,1,0,0,0,1,0,0,Poor,8,2,0,3
Product_226,Frozen Foods,9.65,$2 off,"Milk, Eggs",None,In Stock,4.5,0,0,0,0,1,1,1,0,0,0,0,Very Good,3,0,0,4
Product_227,Frozen Foods,2.72,No-Offer,No-Allergens,Gluten-Free,In Stock,2.7,0,1,0,0,0,0,0,0,0,0,1,Poor,3,4,0,3
Product_228,Dairy,19.38,Buy 1 Get 1,No-Allergens,"Vegan, Keto",In Stock,4.2,1,0,0,1,0,0,0,0,0,0,1,Good,2,2,0,2
Product_229,Bakery,14.44,$2 off,No-Allergens,None,In Stock,3.9,0,0,0,0,1,0,0,0,0,0,1,Good,0,0,0,2
Product_230,Produce,15.13,$2 off,Wheat,None,Low Stock,3.5,0,0,0,0,1,0,0,0,1,0,0,Average,7,0,1,0
Product_231,Bakery,16.2,Buy 1 Get 1,"None, Soy",Low Sugar,Out of Stock,2.9,0,0,1,0,0,0,0,0,0,1,0,Poor,0,2,2,3
Product_232,Beverages,7.49,$2 off,No-Allergens,None,Low Stock,3.6,0,0,0,0,1,0,0,0,0,0,1,Average,1,0,1,0
Product_233,Dairy,5.52,Clearance,Wheat,None,Out of Stock,3.3,0,0,0,0,1,0,0,0,1,0,0,Average,2,3,2,0
Product_234,Bakery,22.33,Clearance,Wheat,None,In Stock,2.7,0,0,0,0,1,0,0,0,1,0,0,Poor,0,3,0,3
Product_235,Beverages,18.38,Buy 1 Get 1,No-Allergens,None,In Stock,3.7,0,0,0,0,1,0,0,0,0,0,1,Good,1,2,0,2
Product_236,Meat,4.14,Clearance,No-Allergens,None,Low Stock,4.0,0,0,0,0,1,0,0,0,0,0,1,Good,4,3,1,2
Product_237,Beverages,9.9,$2 off,Eggs,None,In Stock,3.0,0,0,0,0,1,1,0,0,0,0,0,Poor,1,0,0,3
Product_238,Produce,14.09,Buy 1 Get 1,Milk,None,In Stock,4.7,0,0,0,0,1,0,1,0,0,0,0,Excellent,7,2,0,1
Product_239,Dairy,10.91,Clearance,No-Allergens,None,Low Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,2,3,1,0
Product_240,Seafood,7.49,No-Offer,No-Allergens,None,In Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,8,4,0,4
Product_241,Pantry,18.85,$2 off,No-Allergens,None,In Stock,3.2,0,0,0,0,1,0,0,0,0,0,1,Average,5,0,0,0
Product_242,Bakery,5.53,$2 off,Nuts,None,In Stock,4.1,0,0,0,0,1,0,0,1,0,0,0,Good,0,0,0,2
Product_243,Frozen Foods,15.65,$2 off,No-Allergens,"Keto, Low Sugar",In Stock,2.7,1,0,1,0,0,0,0,0,0,0,1,Poor,3,0,0,3
Product_244,Seafood,18.23,Buy 1 Get 1,Wheat,None,In Stock,3.4,0,0,0,0,1,0,0,0,1,0,0,Average,8,2,0,0
Product_245,Bakery,21.99,$2 off,No-Allergens,None,In Stock,3.2,0,0,0,0,1,0,0,0,0,0,1,Average,0,0,0,0
Product_246,Frozen Foods,13.08,Buy 1 Get 1,"Eggs, Soy",None,Low Stock,5.0,0,0,0,0,1,1,0,0,0,1,0,Excellent,3,2,1,1
Product_247,Beverages,24.42,Buy 1 Get 1,No-Allergens,None,In Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,1,2,0,4
Product_248,Pantry,7.49,10% off,"None, Soy",Gluten-Free,Out of Stock,3.4,0,1,0,0,0,0,0,0,0,1,0,Average,5,1,2,0
Product_249,Beverages,1.16,$2 off,Nuts,None,In Stock,2.9,0,0,0,0,1,0,0,1,0,0,0,Poor,1,0,0,3
Product_250,Produce,19.64,10% off,No-Allergens,Vegan,In Stock,2.6,0,0,0,1,0,0,0,0,0,0,1,Poor,7,1,0,3
Product_251,Seafood,9.16,Clearance,"Soy, None","Low Sugar, Gluten-Free",In Stock,3.8,0,1,1,0,0,0,0,0,0,1,0,Good,8,3,0,2
Product_252,Beverages,10.33,No-Offer,Milk,None,In Stock,3.1,0,0,0,0,1,0,1,0,0,0,0,Average,1,4,0,0
Product_253,Produce,2.52,No-Offer,No-Allergens,"Gluten-Free, Vegan",Low Stock,5.0,0,1,0,1,0,0,0,0,0,0,1,Excellent,7,4,1,1
Product_254,Dairy,1.91,No-Offer,No-Allergens,"None, Low Sugar",In Stock,3.3,0,0,1,0,1,0,0,0,0,0,1,Average,2,4,0,0
Product_255,Snacks,1.21,$2 off,"None, Soy",None,In Stock,4.1,0,0,0,0,1,0,0,0,0,1,0,Good,9,0,0,2
Product_256,Pantry,2.77,10% off,Nuts,None,In Stock,3.5,0,0,0,0,1,0,0,1,0,0,0,Average,5,1,0,0
Product_257,Beverages,4.64,$2 off,No-Allergens,None,In Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,1,0,0,2
Product_258,Pantry,15.08,No-Offer,No-Allergens,"Low Sugar, Vegan",In Stock,3.1,0,0,1,1,0,0,0,0,0,0,1,Average,5,4,0,0
Product_259,Beverages,19.89,Clearance,Eggs,None,In Stock,3.1,0,0,0,0,1,1,0,0,0,0,0,Average,1,3,0,0
Product_260,Snacks,22.51,Buy 1 Get 1,No-Allergens,"None, Gluten-Free",In Stock,2.9,0,1,0,0,1,0,0,0,0,0,1,Poor,9,2,0,3
Product_261,Frozen Foods,10.88,Buy 1 Get 1,No-Allergens,None,In Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,3,2,0,4
Product_262,Pantry,11.36,No-Offer,No-Allergens,Keto,In Stock,4.6,1,0,0,0,0,0,0,0,0,0,1,Very Good,5,4,0,4
Product_263,Pantry,4.94,$2 off,No-Allergens,"Gluten-Free, Low Sugar",In Stock,3.1,0,1,1,0,0,0,0,0,0,0,1,Average,5,0,0,0
Product_264,Snacks,20.19,Clearance,Nuts,None,Low Stock,2.8,0,0,0,0,1,0,0,1,0,0,0,Poor,9,3,1,3
Product_265,Beverages,22.74,Buy 1 Get 1,No-Allergens,None,In Stock,3.9,0,0,0,0,1,0,0,0,0,0,1,Good,1,2,0,2
Product_266,Beverages,9.24,No-Offer,No-Allergens,None,In Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,1,4,0,0
Product_267,Meat,7.86,$2 off,No-Allergens,"Low Sugar, Vegan",Out of Stock,4.6,0,0,1,1,0,0,0,0,0,0,1,Very Good,4,0,2,4
Product_268,Snacks,20.99,$2 off,"None, Eggs",None,In Stock,2.8,0,0,0,0,1,1,0,0,0,0,0,Poor,9,0,0,3
Product_269,Seafood,16.28,Buy 1 Get 1,No-Allergens,None,Low Stock,3.8,0,0,0,0,1,0,0,0,0,0,1,Good,8,2,1,2
Product_270,Personal Care,4.49,Buy 1 Get 1,"None, Wheat",None,In Stock,4.0,0,0,0,0,1,0,0,0,1,0,0,Good,6,2,0,2
Product_271,Beverages,20.63,10% off,No-Allergens,None,In Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,1,1,0,4
Product_272,Personal Care,24.31,10% off,No-Allergens,None,In Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,6,1,0,4
Product_273,Bakery,14.24,10% off,Nuts,None,In Stock,2.8,0,0,0,0,1,0,0,1,0,0,0,Poor,0,1,0,3
Product_274,Beverages,12.81,$2 off,No-Allergens,"Keto, Vegan",In Stock,5.0,1,0,0,1,0,0,0,0,0,0,1,Excellent,1,0,0,1
Product_275,Snacks,11.04,Clearance,No-Allergens,None,In Stock,3.1,0,0,0,0,1,0,0,0,0,0,1,Average,9,3,0,0
Product_276,Beverages,8.74,Clearance,No-Allergens,None,Low Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,1,3,1,0
Product_277,Bakery,20.07,Clearance,"Soy, Nuts",None,Low Stock,2.7,0,0,0,0,1,0,0,1,0,1,0,Poor,0,3,1,3
Product_278,Personal Care,15.44,Clearance,No-Allergens,None,In Stock,4.0,0,0,0,0,1,0,0,0,0,0,1,Good,6,3,0,2
Product_279,Meat,16.86,$2 off,Milk,None,In Stock,2.5,0,0,0,0,1,0,1,0,0,0,0,Poor,4,0,0,3
Product_280,Produce,21.76,10% off,Eggs,None,Out of Stock,3.9,0,0,0,0,1,1,0,0,0,0,0,Good,7,1,2,2
Product_281,Beverages,22.53,$2 off,No-Allergens,"None, Vegan",Low Stock,4.6,0,0,0,1,1,0,0,0,0,0,1,Very Good,1,0,1,4
Product_282,Meat,10.35,Clearance,No-Allergens,"Low Sugar, Keto",In Stock,3.3,1,0,1,0,0,0,0,0,0,0,1,Average,4,3,0,0
Product_283,Personal Care,11.37,10% off,No-Allergens,Low Sugar,In Stock,2.6,0,0,1,0,0,0,0,0,0,0,1,Poor,6,1,0,3
Product_284,Snacks,2.92,Buy 1 Get 1,No-Allergens,None,In Stock,2.7,0,0,0,0,1,0,0,0,0,0,1,Poor,9,2,0,3
Product_285,Produce,17.17,10% off,Nuts,None,In Stock,2.9,0,0,0,0,1,0,0,1,0,0,0,Poor,7,1,0,3
Product_286,Bakery,1.85,10% off,No-Allergens,None,In Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,0,1,0,4
Product_287,Meat,11.45,Buy 1 Get 1,No-Allergens,Low Sugar,In Stock,4.4,0,0,1,0,0,0,0,0,0,0,1,Very Good,4,2,0,4
Product_288,Seafood,22.25,10% off,No-Allergens,None,In Stock,3.9,0,0,0,0,1,0,0,0,0,0,1,Good,8,1,0,2
Product_289,Snacks,23.51,Clearance,No-Allergens,"None, Vegan",In Stock,3.5,0,0,0,1,1,0,0,0,0,0,1,Average,9,3,0,0
Product_290,Personal Care,1.88,No-Offer,No-Allergens,None,In Stock,3.2,0,0,0,0,1,0,0,0,0,0,1,Average,6,4,0,0
Product_291,Beverages,16.04,$2 off,"Soy, Nuts",None,In Stock,3.1,0,0,0,0,1,0,0,1,0,1,0,Average,1,0,0,0
Product_292,Dairy,18.34,No-Offer,No-Allergens,None,Out of Stock,4.4,0,0,0,0,1,0,0,0,0,0,1,Very Good,2,4,2,4
Product_293,Personal Care,23.1,Buy 1 Get 1,"Nuts, None",None,In Stock,4.8,0,0,0,0,1,0,0,1,0,0,0,Excellent,6,2,0,1
Product_294,Personal Care,4.64,Clearance,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,6,3,0,1
Product_295,Snacks,6.19,Buy 1 Get 1,Milk,None,In Stock,3.7,0,0,0,0,1,0,1,0,0,0,0,Good,9,2,0,2
Product_296,Frozen Foods,14.34,No-Offer,No-Allergens,None,In Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,3,4,0,2
Product_297,Pantry,12.97,Buy 1 Get 1,"None, Milk",None,In Stock,3.1,0,0,0,0,1,0,1,0,0,0,0,Average,5,2,0,0
Product_298,Beverages,1.09,Clearance,No-Allergens,"Gluten-Free, Keto",Out of Stock,4.5,1,1,0,0,0,0,0,0,0,0,1,Very Good,1,3,2,4
Product_299,Meat,12.9,Clearance,No-Allergens,None,Out of Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,4,3,2,4
Product_300,Frozen Foods,15.35,$2 off,No-Allergens,None,In Stock,3.6,0,0,0,0,1,0,0,0,0,0,1,Average,3,0,0,0
Product_301,Meat,9.66,Buy 1 Get 1,Soy,None,In Stock,3.4,0,0,0,0,1,0,0,0,0,1,0,Average,4,2,0,0
Product_302,Seafood,15.0,Buy 1 Get 1,Wheat,None,In Stock,4.3,0,0,0,0,1,0,0,0,1,0,0,Very Good,8,2,0,4
Product_303,Pantry,3.41,$2 off,No-Allergens,"Low Sugar, Vegan",Low Stock,4.5,0,0,1,1,0,0,0,0,0,0,1,Very Good,5,0,1,4
Product_304,Bakery,14.37,No-Offer,No-Allergens,None,In Stock,2.8,0,0,0,0,1,0,0,0,0,0,1,Poor,0,4,0,3
Product_305,Frozen Foods,5.95,No-Offer,"None, Wheat",None,Low Stock,4.7,0,0,0,0,1,0,0,0,1,0,0,Excellent,3,4,1,1
Product_306,Beverages,5.55,10% off,No-Allergens,None,In Stock,3.1,0,0,0,0,1,0,0,0,0,0,1,Average,1,1,0,0
Product_307,Produce,20.05,No-Offer,Eggs,None,In Stock,4.8,0,0,0,0,1,1,0,0,0,0,0,Excellent,7,4,0,1
Product_308,Seafood,17.5,10% off,No-Allergens,None,In Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,8,1,0,2
Product_309,Pantry,19.59,$2 off,"Eggs, Nuts","None, Keto",In Stock,3.6,1,0,0,0,1,1,0,1,0,0,0,Average,5,0,0,0
Product_310,Seafood,18.18,10% off,"Nuts, Wheat",None,In Stock,4.5,0,0,0,0,1,0,0,1,1,0,0,Very Good,8,1,0,4
Product_311,Personal Care,7.38,No-Offer,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,6,4,0,1
Product_312,Pantry,7.63,Buy 1 Get 1,No-Allergens,"Vegan, Low Sugar",In Stock,4.8,0,0,1,1,0,0,0,0,0,0,1,Excellent,5,2,0,1
Product_313,Bakery,21.47,Clearance,No-Allergens,None,In Stock,3.5,0,0,0,0,1,0,0,0,0,0,1,Average,0,3,0,0
Product_314,Personal Care,5.78,Buy 1 Get 1,No-Allergens,None,In Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,6,2,0,0
Product_315,Frozen Foods,23.62,Buy 1 Get 1,No-Allergens,None,In Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,3,2,0,0
Product_316,Beverages,23.9,$2 off,No-Allergens,"Keto, Vegan",In Stock,2.8,1,0,0,1,0,0,0,0,0,0,1,Poor,1,0,0,3
Product_317,Seafood,21.56,$2 off,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,8,0,0,1
Product_318,Produce,5.49,10% off,"Milk, Eggs",None,In Stock,3.3,0,0,0,0,1,1,1,0,0,0,0,Average,7,1,0,0
Product_319,Produce,9.78,Clearance,"Milk, Wheat",None,Low Stock,3.8,0,0,0,0,1,0,1,0,1,0,0,Good,7,3,1,2
Product_320,Dairy,3.5,Buy 1 Get 1,No-Allergens,None,Low Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,2,2,1,1
Product_321,Dairy,2.49,Clearance,No-Allergens,Gluten-Free,Out of Stock,3.1,0,1,0,0,0,0,0,0,0,0,1,Average,2,3,2,0
Product_322,Bakery,6.02,Buy 1 Get 1,No-Allergens,Low Sugar,In Stock,2.7,0,0,1,0,0,0,0,0,0,0,1,Poor,0,2,0,3
Product_323,Snacks,7.95,Clearance,No-Allergens,None,In Stock,4.2,0,0,0,0,1,0,0,0,0,0,1,Good,9,3,0,2
Product_324,Beverages,2.87,Clearance,No-Allergens,Low Sugar,In Stock,2.7,0,0,1,0,0,0,0,0,0,0,1,Poor,1,3,0,3
Product_325,Snacks,18.55,Buy 1 Get 1,No-Allergens,"Keto, Vegan",In Stock,2.8,1,0,0,1,0,0,0,0,0,0,1,Poor,9,2,0,3
Product_326,Produce,14.3,10% off,No-Allergens,None,In Stock,3.9,0,0,0,0,1,0,0,0,0,0,1,Good,7,1,0,2
Product_327,Produce,21.9,No-Offer,Milk,None,Low Stock,2.7,0,0,0,0,1,0,1,0,0,0,0,Poor,7,4,1,3
Product_328,Frozen Foods,13.4,10% off,No-Allergens,None,In Stock,3.5,0,0,0,0,1,0,0,0,0,0,1,Average,3,1,0,0
Product_329,Dairy,7.9,Clearance,"Eggs, Wheat",None,Low Stock,2.5,0,0,0,0,1,1,0,0,1,0,0,Poor,2,3,1,3
Product_330,Pantry,9.13,10% off,No-Allergens,None,In Stock,2.8,0,0,0,0,1,0,0,0,0,0,1,Poor,5,1,0,3
Product_331,Snacks,20.62,$2 off,No-Allergens,None,In Stock,4.0,0,0,0,0,1,0,0,0,0,0,1,Good,9,0,0,2
Product_332,Pantry,18.93,$2 off,No-Allergens,None,Low Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,5,0,1,4
Product_333,Produce,14.37,Clearance,Milk,None,In Stock,4.8,0,0,0,0,1,0,1,0,0,0,0,Excellent,7,3,0,1
Product_334,Snacks,23.57,No-Offer,No-Allergens,None,Low Stock,2.9,0,0,0,0,1,0,0,0,0,0,1,Poor,9,4,1,3
Product_335,Produce,6.25,No-Offer,"Eggs, Soy",None,Out of Stock,3.0,0,0,0,0,1,1,0,0,0,1,0,Poor,7,4,2,3
Product_336,Personal Care,15.22,$2 off,No-Allergens,None,In Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,6,0,0,2
Product_337,Beverages,1.26,No-Offer,Nuts,Low Sugar,Low Stock,4.2,0,0,1,0,0,0,0,1,0,0,0,Good,1,4,1,2
Product_338,Meat,8.97,10% off,No-Allergens,None,In Stock,2.5,0,0,0,0,1,0,0,0,0,0,1,Poor,4,1,0,3
Product_339,Produce,12.91,10% off,Soy,None,Low Stock,4.7,0,0,0,0,1,0,0,0,0,1,0,Excellent,7,1,1,1
Product_340,Seafood,24.05,10% off,No-Allergens,None,In Stock,2.9,0,0,0,0,1,0,0,0,0,0,1,Poor,8,1,0,3
Product_341,Seafood,11.93,10% off,No-Allergens,None,Out of Stock,4.2,0,0,0,0,1,0,0,0,0,0,1,Good,8,1,2,2
Product_342,Snacks,11.2,10% off,Nuts,None,In Stock,2.8,0,0,0,0,1,0,0,1,0,0,0,Poor,9,1,0,3
Product_343,Pantry,15.16,Clearance,No-Allergens,None,Low Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,5,3,1,4
Product_344,Bakery,14.05,$2 off,Milk,"Gluten-Free, None",In Stock,3.4,0,1,0,0,1,0,1,0,0,0,0,Average,0,0,0,0
Product_345,Pantry,21.48,$2 off,No-Allergens,"Keto, Low Sugar",In Stock,3.7,1,0,1,0,0,0,0,0,0,0,1,Good,5,0,0,2
Product_346,Dairy,24.98,10% off,"Nuts, Soy","Gluten-Free, Keto",Out of Stock,3.6,1,1,0,0,0,0,0,1,0,1,0,Average,2,1,2,0
Product_347,Frozen Foods,8.63,$2 off,No-Allergens,None,Low Stock,4.4,0,0,0,0,1,0,0,0,0,0,1,Very Good,3,0,1,4
Product_348,Beverages,22.37,No-Offer,No-Allergens,None,In Stock,4.7,0,0,0,0,1,0,0,0,0,0,1,Excellent,1,4,0,1
Product_349,Seafood,6.89,No-Offer,No-Allergens,None,Low Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,8,4,1,0
Product_350,Bakery,9.84,10% off,No-Allergens,"None, Vegan",In Stock,2.9,0,0,0,1,1,0,0,0,0,0,1,Poor,0,1,0,3
Product_351,Bakery,2.62,Buy 1 Get 1,No-Allergens,None,In Stock,3.5,0,0,0,0,1,0,0,0,0,0,1,Average,0,2,0,0
Product_352,Meat,11.06,$2 off,No-Allergens,None,In Stock,3.5,0,0,0,0,1,0,0,0,0,0,1,Average,4,0,0,0
Product_353,Bakery,11.24,10% off,No-Allergens,None,Low Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,0,1,1,4
Product_354,Produce,15.16,Buy 1 Get 1,Eggs,None,In Stock,3.3,0,0,0,0,1,1,0,0,0,0,0,Average,7,2,0,0
Product_355,Personal Care,14.67,10% off,Wheat,None,In Stock,4.7,0,0,0,0,1,0,0,0,1,0,0,Excellent,6,1,0,1
Product_356,Pantry,6.77,No-Offer,No-Allergens,None,In Stock,4.2,0,0,0,0,1,0,0,0,0,0,1,Good,5,4,0,2
Product_357,Snacks,22.16,$2 off,No-Allergens,None,Out of Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,9,0,2,0
Product_358,Meat,13.36,$2 off,No-Allergens,"Keto, Vegan",Low Stock,4.9,1,0,0,1,0,0,0,0,0,0,1,Excellent,4,0,1,1
Product_359,Seafood,11.81,10% off,No-Allergens,None,In Stock,3.7,0,0,0,0,1,0,0,0,0,0,1,Good,8,1,0,2
Product_360,Pantry,23.98,$2 off,No-Allergens,None,In Stock,4.4,0,0,0,0,1,0,0,0,0,0,1,Very Good,5,0,0,4
Product_361,Seafood,18.39,No-Offer,Eggs,None,In Stock,3.8,0,0,0,0,1,1,0,0,0,0,0,Good,8,4,0,2
Product_362,Personal Care,22.97,$2 off,No-Allergens,"Low Sugar, None",Low Stock,4.5,0,0,1,0,1,0,0,0,0,0,1,Very Good,6,0,1,4
Product_363,Frozen Foods,24.77,$2 off,No-Allergens,"Gluten-Free, Low Sugar",In Stock,2.6,0,1,1,0,0,0,0,0,0,0,1,Poor,3,0,0,3
Product_364,Pantry,20.48,10% off,"Milk, Wheat",None,In Stock,4.9,0,0,0,0,1,0,1,0,1,0,0,Excellent,5,1,0,1
Product_365,Frozen Foods,8.23,10% off,No-Allergens,Keto,In Stock,4.4,1,0,0,0,0,0,0,0,0,0,1,Very Good,3,1,0,4
Product_366,Beverages,20.51,Clearance,No-Allergens,None,In Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,1,3,0,2
Product_367,Produce,16.12,Clearance,No-Allergens,None,In Stock,4.7,0,0,0,0,1,0,0,0,0,0,1,Excellent,7,3,0,1
Product_368,Snacks,18.18,Clearance,No-Allergens,None,In Stock,4.4,0,0,0,0,1,0,0,0,0,0,1,Very Good,9,3,0,4
Product_369,Bakery,21.88,10% off,No-Allergens,Keto,In Stock,4.6,1,0,0,0,0,0,0,0,0,0,1,Very Good,0,1,0,4
Product_370,Produce,16.56,10% off,No-Allergens,None,Low Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,7,1,1,4
